 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Fwd IAT Mean, Bwd IAT Mean, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, SYN Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio,Idle Mean, Label
80,120122,3,6,26,11601,8.666666667,1933.5,96793.26019,74.92382744,15015.25,19147,24022,72,132,24.97460915,49.94921829,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,71144132,8,4,56,11607,7,2901.75,163.9348133,0.168671676,6467648.364,10000000,282109.6667,172,92,0.112447784,0.056223892,0,11595,897.6153846,0,0,1,0,0,35100000,DDoS
80,71184685,8,6,56,11607,7,1934.5,163.8414218,0.196671517,5475745,10000000,179328.8,172,132,0.112383724,0.084287793,0,5840,777.9333333,0,0,1,0,0,35100000,DDoS
80,107940,3,6,26,11601,8.666666667,1933.5,107717.2503,83.37965536,13492.5,12153.5,21582.8,72,132,27.79321845,55.58643691,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,71190301,8,6,56,11607,7,1934.5,163.8284968,0.196656002,5476177,10000000,179269.8,172,132,0.112374858,0.084281144,0,4380,777.9333333,0,0,1,0,0,35100000,DDoS
80,109991,3,5,26,11601,8.666666667,2320.2,105708.6489,72.73322363,15713,12232,27476.5,72,112,27.27495886,45.45826477,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,71185491,8,5,56,11607,7,2321.4,163.8395667,0.182621484,5932124.25,10000000,223924.5,172,112,0.112382452,0.070239032,0,10135,833.5,0,0,1,0,0,35100000,DDoS
80,109906,3,4,26,11601,8.666666667,2900.25,105790.4027,63.69079031,18317.66667,12223.5,36621,72,92,27.29605299,36.39473732,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71184615,8,5,56,11607,7,2321.4,163.8415829,0.182623731,5932051.25,10000000,223697,172,112,0.112383835,0.070239897,0,10135,833.5,0,0,1,0,0,35100000,DDoS
80,109790,3,4,26,11601,8.666666667,2900.25,105902.1769,63.75808361,18298.33333,12243.5,36572.33333,72,92,27.32489298,36.43319064,0,10135,1453.375,0,1,0,0,1,0,DDoS
80,71183297,8,4,56,11607,7,2901.75,163.8446165,0.168578873,6471208.818,10100000,55338.66667,172,92,0.112385915,0.056192958,0,11595,897.6153846,0,0,1,0,0,35500000,DDoS
80,112044,3,5,26,11601,8.666666667,2320.2,103771.7325,71.40052122,16006.28571,12283.5,27975.5,72,112,26.77519546,44.62532576,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,71181835,8,5,56,11607,7,2321.4,163.8479817,0.182630864,5931819.583,10200000,21374.75,172,112,0.112388224,0.07024264,0,7215,833.5,0,0,1,0,0,35500000,DDoS
80,109951,3,5,26,11601,8.666666667,2320.2,105747.1055,72.75968386,15707.28571,12259,27452.25,72,112,27.28488145,45.47480241,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,71570073,8,6,56,11607,7,1934.5,162.9591743,0.195612487,5505390.231,10200000,93984.8,172,132,0.111778564,0.083833923,0,5840,777.9333333,0,0,1,0,0,35500000,DDoS
80,136831,3,6,26,11607,8.666666667,1934.5,85017.28409,65.77456863,17103.875,384,27356.6,72,132,21.92485621,43.84971242,0,5840,1163.3,0,1,0,0,2,0,DDoS
80,72120871,8,6,56,11601,7,1933.5,161.6314368,0.194118565,5547759.308,10200000,205349.8,172,132,0.110924894,0.083193671,0,4380,777.5333333,0,0,1,0,0,35500000,DDoS
80,137077,3,5,26,11607,8.666666667,2321.4,84864.71107,58.36135894,19582.42857,367.5,34261.75,72,112,21.8855096,36.47584934,0,10220,1292.555556,0,1,0,0,1,0,DDoS
80,72126512,8,5,56,11601,7,2320.2,161.6187956,0.180238856,6010542.667,10200000,258111.5,172,112,0.110916219,0.069322637,0,5840,833.0714286,0,0,1,0,0,35500000,DDoS
80,138582,3,6,26,11607,8.666666667,1934.5,83943.08063,64.94349916,17322.75,349,27707.4,72,132,21.64783305,43.2956661,0,4380,1163.3,0,1,0,0,2,0,DDoS
80,72122777,8,5,56,11601,7,2320.2,161.6271653,0.18024819,6010231.417,10200000,256164.5,172,112,0.110921963,0.069326227,0,7215,833.0714286,0,0,1,0,0,35500000,DDoS
80,138729,3,5,26,11607,8.666666667,2321.4,83854.13288,57.66638554,19818.42857,325.5,34669.5,72,112,21.62489458,36.04149096,0,10135,1292.555556,0,1,0,0,1,0,DDoS
80,72123344,8,4,56,11601,7,2900.25,161.6258947,0.166381636,6556667.636,10200000,341759.6667,172,92,0.110921091,0.055460545,0,7215,897.1538462,0,0,1,0,0,35500000,DDoS
80,123219,3,5,26,11601,8.666666667,2320.2,94360.44766,64.92505214,17602.71429,1730,30800.5,72,112,24.34689455,40.57815759,0,5840,1291.888889,0,1,0,0,1,0,DDoS
8080,64922,4,3,207,134,51.75,44.66666667,5252.456794,107.8216937,10820.33333,21640.66667,31643,92,72,61.61239641,46.20929731,0,195,42.625,0,1,0,0,0,0,Bot
51845,36,1,1,6,6,6,6,333333.3333,55555.55556,36,0,0,20,20,27777.77778,27777.77778,6,6,6,0,0,1,1,1,0,Bot
8080,61073,4,3,208,134,52,44.66666667,5599.85591,114.6169338,10178.83333,20357.66667,29546.5,92,72,65.49539076,49.12154307,0,196,42.75,0,1,0,0,0,0,Bot
8080,61861,4,3,206,134,51.5,44.66666667,5496.193078,113.1569163,10310.16667,20620.33333,30186,92,72,64.66109504,48.49582128,0,194,42.5,0,1,0,0,0,0,Bot
50059,51,1,1,6,6,6,6,235294.1176,39215.68627,51,0,0,20,20,19607.84314,19607.84314,6,6,6,0,0,1,1,1,0,Bot
5070,81,1,1,6,6,6,6,148148.1481,24691.35802,81,0,0,20,20,12345.67901,12345.67901,6,6,6,0,0,1,1,1,0,Bot
8080,130527,4,3,207,134,51.75,44.66666667,2612.486306,53.62875114,21754.5,43509,64604,92,72,30.64500065,22.98375049,0,195,42.625,0,1,0,0,0,0,Bot
53108,32,1,1,6,6,6,6,375000,62500,32,0,0,20,20,31250,31250,6,6,6,0,0,1,1,1,0,Bot
8080,94191,4,3,210,134,52.5,44.66666667,3652.153603,74.31707913,15698.5,31397,46549,92,72,42.46690236,31.85017677,0,198,43,0,1,0,0,0,0,Bot
3051,24,1,1,6,6,6,6,500000,83333.33333,24,0,0,20,20,41666.66667,41666.66667,6,6,6,0,0,1,1,1,0,Bot
8080,1028846,3,3,0,18,0,6,17.49532972,5.831776573,205769.2,514139,513770.5,92,60,2.915888286,2.915888286,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,996196,3,3,0,18,0,6,18.06873346,6.022911154,199239.2,497808,497686,92,60,3.011455577,3.011455577,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1015419,3,3,0,18,0,6,17.72667244,5.908890813,203083.8,507435,507501,92,60,2.954445406,2.954445406,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1010482,3,3,0,18,0,6,17.81328119,5.937760396,202096.4,504940.5,504985,92,60,2.968880198,2.968880198,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1027892,3,3,0,18,0,6,17.51156736,5.837189121,205578.4,513686,513640.5,92,60,2.918594561,2.918594561,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1035734,3,3,0,18,0,6,17.37897954,5.792993182,207146.8,517604,517573.5,92,60,2.896496591,2.896496591,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1012721,3,3,0,18,0,6,17.77389824,5.924632747,202544.2,506124,506061.5,92,60,2.962316373,2.962316373,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029524,3,3,0,18,0,6,17.48380805,5.827936017,205904.8,514376.5,514465.5,92,60,2.913968009,2.913968009,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,996614,3,3,0,18,0,6,18.06115507,6.020385024,199322.8,498086,498102,92,60,3.010192512,3.010192512,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001746,3,3,0,18,0,6,17.96862678,5.989542259,200349.2,500698.5,500570.5,92,60,2.99477113,2.99477113,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001608,3,3,0,18,0,6,17.97110247,5.990367489,200321.6,500610.5,500618,92,60,2.995183745,2.995183745,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000171,3,3,0,18,0,6,17.99692253,5.998974175,200034.2,499879.5,499823.5,92,60,2.999487088,2.999487088,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029535,3,3,0,18,0,6,17.48362125,5.827873749,205907,514503.5,514536.5,92,60,2.913936874,2.913936874,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997193,3,3,0,18,0,6,18.05066823,6.016889409,199438.6,498320.5,498346.5,92,60,3.008444704,3.008444704,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1013842,3,3,0,18,0,6,17.75424573,5.91808191,202768.4,506648,506550,92,60,2.959040955,2.959040955,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1012342,3,3,0,18,0,6,17.78055242,5.926850807,202468.4,505869.5,505868,92,60,2.963425404,2.963425404,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1022331,3,3,0,18,0,6,17.60682206,5.868940686,204466.2,510840,510990,92,60,2.934470343,2.934470343,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,994480,3,3,0,18,0,6,18.09991151,6.033303837,198896,497006.5,497056,92,60,3.016651919,3.016651919,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1020607,3,3,0,18,0,6,17.63656334,5.878854446,204121.4,510053.5,510056.5,92,60,2.939427223,2.939427223,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1013740,3,3,0,18,0,6,17.75603212,5.918677373,202748,506660,506597.5,92,60,2.959338686,2.959338686,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001916,3,3,0,18,0,6,17.96557795,5.988525984,200383.2,500651.5,500729.5,92,60,2.994262992,2.994262992,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029804,3,3,0,18,0,6,17.47905427,5.826351422,205960.8,514519,514503,92,60,2.913175711,2.913175711,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,996668,3,3,0,18,0,6,18.06017651,6.020058836,199333.6,498158.5,498114.5,92,60,3.010029418,3.010029418,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1019239,3,3,0,18,0,6,17.66023474,5.886744915,203847.8,509375.5,509426,92,60,2.943372457,2.943372457,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997657,3,3,0,18,0,6,18.04227305,6.014091015,199531.4,498590.5,498540,92,60,3.007045508,3.007045508,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000160,3,3,0,18,0,6,17.99712046,5.999040154,200032,499804.5,499827,92,60,2.999520077,2.999520077,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1013985,3,3,0,18,0,6,17.75174189,5.917247297,202797,506695,506706.5,92,60,2.958623648,2.958623648,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,991785,3,3,0,18,0,6,18.14909481,6.049698271,198357,495652.5,495642.5,92,60,3.024849136,3.024849136,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029502,3,3,0,18,0,6,17.48418167,5.828060557,205900.4,514495,514323.5,92,60,2.914030279,2.914030279,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,992799,3,3,0,18,0,6,18.13055815,6.043519383,198559.8,496154,496158,92,60,3.021759692,3.021759692,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1008853,3,3,0,18,0,6,17.84204438,5.947348127,201770.6,504175,504088,92,60,2.973674064,2.973674064,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1003669,3,3,0,18,0,6,17.93419942,5.978066474,200733.8,501567,501442,92,60,2.989033237,2.989033237,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1009722,3,3,0,18,0,6,17.82668893,5.942229643,201944.4,504441,504594,92,60,2.971114822,2.971114822,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029352,3,3,0,18,0,6,17.48672952,5.828909838,205870.4,514508,514427.5,92,60,2.914454919,2.914454919,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,994861,3,3,0,18,0,6,18.09297982,6.030993274,198972.2,497161.5,497215.5,92,60,3.015496637,3.015496637,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1045102,3,3,0,18,0,6,17.22319927,5.741066422,209020.4,522292,522081.5,92,60,2.870533211,2.870533211,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997130,3,3,0,18,0,6,18.05180869,6.017269564,199426,498292,498267.5,92,60,3.008634782,3.008634782,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1003811,3,3,0,18,0,6,17.93166243,5.977220811,200762.2,501663,501574.5,92,60,2.988610406,2.988610406,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000916,3,3,0,18,0,6,17.98352709,5.99450903,200183.2,500219.5,500212,92,60,2.997254515,2.997254515,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1025085,3,3,0,18,0,6,17.55951945,5.853173151,205017,512274.5,512231.5,92,60,2.926586576,2.926586576,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029264,3,3,0,18,0,6,17.4882246,5.829408198,205852.8,514382.5,514339.5,92,60,2.914704099,2.914704099,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997096,3,3,0,18,0,6,18.05242424,6.017474747,199419.2,498304,498204,92,60,3.008737373,3.008737373,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1060942,3,3,0,18,0,6,16.96605469,5.655351565,212188.4,530115,530039.5,92,60,2.827675782,2.827675782,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,942145,3,3,0,18,0,6,19.10533941,6.368446471,188429,470677,470714,92,60,3.184223235,3.184223235,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1011196,3,3,0,18,0,6,17.80070333,5.933567775,202239.2,505313,505305.5,92,60,2.966783888,2.966783888,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1002729,3,3,0,18,0,6,17.95101169,5.983670563,200545.8,500977,500968,92,60,2.991835282,2.991835282,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1025028,3,3,0,18,0,6,17.56049591,5.853498636,205005.6,512271,512248.5,92,60,2.926749318,2.926749318,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029290,3,3,0,18,0,6,17.48778284,5.829260947,205858,514353.5,514412,92,60,2.914630473,2.914630473,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000612,3,3,0,18,0,6,17.98899074,5.996330246,200122.4,500146.5,500036.5,92,60,2.998165123,2.998165123,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1022099,3,3,0,18,0,6,17.61081852,5.87027284,204419.8,510722.5,510379,92,60,2.93513642,2.93513642,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997021,3,3,0,18,0,6,18.05378222,6.017927406,199404.2,498243.5,498211.5,92,60,3.008963703,3.008963703,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1022123,3,3,0,18,0,6,17.61040501,5.870135003,204424.6,510809,510796,92,60,2.935067502,2.935067502,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1002195,3,3,0,18,0,6,17.96057653,5.986858845,200439,500813.5,500744.5,92,60,2.993429422,2.993429422,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000638,3,3,0,18,0,6,17.98852332,5.996174441,200127.6,500047.5,499970.5,92,60,2.99808722,2.99808722,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1024884,3,3,0,18,0,6,17.56296322,5.854321074,204976.8,512270.5,512118,92,60,2.927160537,2.927160537,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1012720,3,3,0,18,0,6,17.77391579,5.924638597,202544,506070.5,506050.5,92,60,2.962319299,2.962319299,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997987,3,3,0,18,0,6,18.03630709,6.012102362,199597.4,498671.5,498655.5,92,60,3.006051181,3.006051181,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1002228,3,3,0,18,0,6,17.95998515,5.986661718,200445.6,500886.5,500760.5,92,60,2.993330859,2.993330859,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1014177,3,3,0,18,0,6,17.7483812,5.916127067,202835.4,506817,506710,92,60,2.958063533,2.958063533,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1025272,3,3,0,18,0,6,17.55631676,5.852105588,205054.4,512246.5,512286.5,92,60,2.926052794,2.926052794,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029772,3,3,0,18,0,6,17.47959743,5.826532475,205954.4,514472.5,514526,92,60,2.913266238,2.913266238,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997132,3,3,0,18,0,6,18.05177248,6.017257494,199426.4,498306.5,498212.5,92,60,3.008628747,3.008628747,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029392,3,3,0,18,0,6,17.48605002,5.828683339,205878.4,514444,514220,92,60,2.91434167,2.91434167,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,996851,3,3,0,18,0,6,18.05686106,6.018953685,199370.2,498222.5,498089.5,92,60,3.009476843,3.009476843,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1021721,3,3,0,18,0,6,17.61733389,5.87244463,204344.2,510558,510507,92,60,2.936222315,2.936222315,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1025246,3,3,0,18,0,6,17.55676199,5.852253996,205049.2,512264.5,512358.5,92,60,2.926126998,2.926126998,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1009417,3,3,0,18,0,6,17.83207535,5.944025115,201883.4,504404,504414,92,60,2.972012558,2.972012558,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029441,3,3,0,18,0,6,17.48521771,5.828405902,205888.2,514472.5,514470,92,60,2.914202951,2.914202951,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,993294,3,3,0,18,0,6,18.12152293,6.040507644,198658.8,496353.5,496374,92,60,3.020253822,3.020253822,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029650,3,3,0,18,0,6,17.48166853,5.827222843,205930,514488,514113.5,92,60,2.913611421,2.913611421,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,996904,3,3,0,18,0,6,18.05590107,6.01863369,199380.8,498240,498190,92,60,3.009316845,3.009316845,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001817,3,3,0,18,0,6,17.96735332,5.989117773,200363.4,500632,500569,92,60,2.994558887,2.994558887,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1005714,3,3,0,18,0,6,17.89773236,5.965910786,201142.8,502593,502497,92,60,2.982955393,2.982955393,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1024999,3,3,0,18,0,6,17.56099274,5.853664247,204999.8,512310.5,512303,92,60,2.926832124,2.926832124,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029368,3,3,0,18,0,6,17.48645771,5.828819237,205873.6,514480,514359.5,92,60,2.914409618,2.914409618,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997169,3,3,0,18,0,6,18.05110267,6.017034224,199433.8,498302.5,498167.5,92,60,3.008517112,3.008517112,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,61003896,10,10,413,256,41.3,25.6,10.9665127,0.327847913,3210731.368,6721470,6772520.444,328,328,0.163923957,0.163923957,0,413,31.85714286,0,1,0,0,1,10000000,Bot
8080,50856,1,1,0,0,0,0,0,39.32672644,50856,0,0,32,32,19.66336322,19.66336322,0,0,0,0,0,1,1,1,0,Bot
8080,1003525,3,3,0,18,0,6,17.93677288,5.978924292,200705,501375,501341.5,92,60,2.989462146,2.989462146,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,998927,3,3,0,18,0,6,18.01933475,6.006444915,199785.4,499090,499278.5,92,60,3.003222458,3.003222458,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1030566,3,3,0,18,0,6,17.46613026,5.822043421,206113.2,515067,514944,92,60,2.91102171,2.91102171,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001281,3,3,0,18,0,6,17.9769715,5.992323833,200256.2,500239,500439,92,60,2.996161917,2.996161917,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,999538,3,3,0,18,0,6,18.00831984,6.002773281,199907.6,499487.5,499481.5,92,60,3.001386641,3.001386641,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1002324,3,3,0,18,0,6,17.95826499,5.986088331,200464.8,500886,500876.5,92,60,2.993044165,2.993044165,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,994657,3,3,0,18,0,6,18.09669062,6.032230206,198931.4,497048.5,497029,92,60,3.016115103,3.016115103,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029319,3,3,0,18,0,6,17.48729014,5.829096713,205863.8,514349.5,514176.5,92,60,2.914548357,2.914548357,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,992727,3,3,0,18,0,6,18.13187311,6.043957704,198545.4,496124.5,496060,92,60,3.021978852,3.021978852,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000712,3,3,0,18,0,6,17.98719312,5.995731039,200142.4,500159.5,500039.5,92,60,2.99786552,2.99786552,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000375,3,3,0,18,0,6,17.99325253,5.997750843,200075,499853.5,499924,92,60,2.998875422,2.998875422,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1009525,3,3,0,18,0,6,17.83016765,5.943389218,201905,504475.5,504467,92,60,2.971694609,2.971694609,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1002111,3,3,0,18,0,6,17.96208204,5.987360682,200422.2,500777.5,500716,92,60,2.993680341,2.993680341,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,993328,3,3,0,18,0,6,18.12090266,6.040300888,198665.6,496421.5,496402,92,60,3.020150444,3.020150444,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001557,3,3,0,18,0,6,17.97201757,5.990672523,200311.4,500367,500176,92,60,2.995336261,2.995336261,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,993810,3,3,0,18,0,6,18.11211399,6.037371329,198762,496621,496652,92,60,3.018685664,3.018685664,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000903,3,3,0,18,0,6,17.98376066,5.994586888,200180.6,500271.5,500152.5,92,60,2.997293444,2.997293444,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1014302,3,3,0,18,0,6,17.74619393,5.915397978,202860.4,506883.5,506909.5,92,60,2.957698989,2.957698989,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1024441,3,3,0,18,0,6,17.57055799,5.856852664,204888.2,512014.5,511911,92,60,2.928426332,2.928426332,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1002156,3,3,0,18,0,6,17.96127549,5.98709183,200431.2,500792,500820,92,60,2.993545915,2.993545915,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,992615,3,3,0,18,0,6,18.13391899,6.044639664,198523,496130.5,496115,92,60,3.022319832,3.022319832,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000955,3,3,0,18,0,6,17.9828264,5.994275467,200191,500274,500108,92,60,2.997137733,2.997137733,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,993100,3,3,0,18,0,6,18.12506293,6.041687645,198620,496143.5,496199,92,60,3.020843822,3.020843822,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1009428,3,3,0,18,0,6,17.83188103,5.943960342,201885.6,504402,504338,92,60,2.971980171,2.971980171,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1015415,3,3,0,18,0,6,17.72674227,5.908914089,203083,507424.5,507381,92,60,2.954457045,2.954457045,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1024737,3,3,0,18,0,6,17.56548266,5.855160885,204947.4,512002,512078,92,60,2.927580443,2.927580443,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1028804,3,3,0,18,0,6,17.49604395,5.83201465,205760.8,514211.5,514023.5,92,60,2.916007325,2.916007325,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,993906,3,3,0,18,0,6,18.11036456,6.036788187,198781.2,496644,496562,92,60,3.018394094,3.018394094,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001993,3,3,0,18,0,6,17.96419735,5.988065785,200398.6,500744.5,500712,92,60,2.994032892,2.994032892,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1028354,3,3,0,18,0,6,17.50370009,5.834566696,205670.8,513910,513939.5,92,60,2.917283348,2.917283348,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1012495,3,3,0,18,0,6,17.77786557,5.92595519,202499,505953.5,505988.5,92,60,2.962977595,2.962977595,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1016181,3,3,0,18,0,6,17.7133798,5.904459934,203236.2,507804.5,507858,92,60,2.952229967,2.952229967,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1025053,3,3,0,18,0,6,17.56006763,5.853355875,205010.6,512233,512316.5,92,60,2.926677938,2.926677938,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001088,3,3,0,18,0,6,17.98043728,5.993479095,200217.6,500286,500231.5,92,60,2.996739547,2.996739547,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1012971,3,3,0,18,0,6,17.76951166,5.923170555,202594.2,506110,506188,92,60,2.961585277,2.961585277,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1003027,3,3,0,18,0,6,17.94567843,5.98189281,200605.4,501318,501061.5,92,60,2.990946405,2.990946405,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,996527,3,3,0,18,0,6,18.06273187,6.020910623,199305.4,498049.5,497940,92,60,3.010455311,3.010455311,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1000602,3,3,0,18,0,6,17.98917052,5.996390173,200120.4,500106,500036.5,92,60,2.998195087,2.998195087,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1016450,3,3,0,18,0,6,17.70869202,5.902897339,203290,507920,507951,92,60,2.951448669,2.951448669,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1009438,3,3,0,18,0,6,17.83170437,5.943901458,201887.6,504540.5,504415,92,60,2.971950729,2.971950729,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1001243,3,3,0,18,0,6,17.97765378,5.992551259,200248.6,500366.5,500224,92,60,2.996275629,2.996275629,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,994027,3,3,0,18,0,6,18.10816004,6.036053347,198805.4,496598.5,496646,92,60,3.018026673,3.018026673,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1060591,3,3,0,18,0,6,16.97166957,5.65722319,212118.2,530102.5,529594.5,92,60,2.828611595,2.828611595,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,997034,3,3,0,18,0,6,18.05354682,6.01784894,199406.8,498134.5,498196.5,92,60,3.00892447,3.00892447,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1029871,3,3,0,18,0,6,17.47791714,5.825972379,205974.2,514746,514611.5,92,60,2.91298619,2.91298619,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1020129,3,3,0,18,0,6,17.64482727,5.881609091,204025.8,509827.5,509782,92,60,2.940804545,2.940804545,0,6,2.571428571,0,1,0,0,1,0,Bot
8080,1024853,3,3,0,18,0,6,17.56349447,5.854498157,204970.6,512240,512216.5,92,60,2.927249079,2.927249079,0,6,2.571428571,0,1,0,0,1,0,Bot
